10;75;25792;
50;150;92802;
100;235;176652;
500;970;847452;
1000;1772;1685952;
5000;8136;8393952;
10000;16201;16778952;
20000;32618;33548952;
30000;49453;50318952;
40000;65122;67088952;
50000;81974;83858952;
60000;97282;100628952;
70000;113648;117398952;
80000;128984;134168952;
90000;145387;150938952;
100000;161134;167708952;
